poetry,text
کارَکِ خود می گذارد هر کسی / آب نگذارد صَفا بهرِ خسی,هر کسی کارِ کوچکِ خود را انجام می دهد . و آب هرگز به خاطرِ مشتی خَس و خار ، صفای خود را از دست نمی دهد .
خس ، خَسانه می رود بر رویِ آب / آبِ صافی می رود بی اضطراب,خار و خَس ، به اقتضای ذاتِ خود بر روی آب ، حقیرانه می رود . اما آبِ صاف و زلال بی هیچ پریشانی ، رام و هموار می رود .
مصطفی مَه می شکافد نیم شب / ژاژ می خاید ز کینه ، بُولَهَب,مثلا حضرتِ رسول اکرم (ص) در نیمۀ شب ، ماه را دو پاره کرد . ولی ابولهب از روی دشمنی و کینه یاوه می گوید . [ توضیح بیشتر مصراع اول در شرح بیت 118 دفتر اول ] _ ابولهب ( = پدرِ زبانۀ آتش ) کُنیه یکی از عموهای پیامبر (ص) است . نامِ اصلی او عَبدُالعزّی ( = بندۀ بتِ عزّی ) است . او و همسرش در کینه و عداوت با پیامبر شهرت دارند . لقبِ ابولهب ، نشان دهنده آتش عداوت او نسبت به پیامبر بوده . ( اعلام القرآن ، ص 74 ) . و برخی گفته اند که چون عاقبتِ کارِ او به دوزخ می کشد و او به کامِ زبانه های آتش واژگون می گردد بدین کُنیه موسوم شده است .
آن مسیحا مُرده زنده می کُند / و آن جحُود از خشم ، سَبلَت می کنَد,مثالِ دیگر ، حضرت مسیح (ع) با دَمِ الهی خود مُرده را زنده می کند . در حالی که آن یهودی متعصّب از روی عصبانیت موهای سبیل خود را می کند .
بانگِ سگ هرگز رسد در گوشِ ماه ؟ / خاصه ماهی کو بُوَد خاصِ اِله,آیا هرگز واغ واغ سَگ به گوشِ ماه می رسد ؟ بخصوص ماهی که مقبول حق تعالی باشد و از خواص او به شمار آید .
مَی خورد شَه بر لبِ جُو تا سَحَر / در سماع از بانگِ چَغران بی خبر,برای مثال ، شاه در کنار جویبار تا بامداد شراب می نوشد و جنان غرقِ شنیدن نغمه های خنیاگران خویش است که به هیاهوی قورباغه ها اصلا توجهی نمی کند . [ سماع = در اینجا به معنی شنیدن ساز و آواز است . معنی صوفیانه سماع در شرح بیت 1347 دفتر اول ]
هم شدی توزیعِ کودک دانگِ چند / همّتِ شیخ ، آن سَخا را کرد بند,اگر حقِ آن کودک را میانِ حاضران تقسیم می کردند . یعنی همگان در پرداخت حق او سهیم می شدند . طلب او پرداخت می شد . ولی همّت و تصرّف شیخ مانع از آن شد که سخاوت آنان به ظهور رسد . [ توزیع = در اینجا مقصود تقسیم طلبِ آن کودک بر حاضران است . یعنی سهیم کردن همۀ آنها در پرداخت حق آن کودکِ حلوا فروش . ]
تا کسی نَدهَد به کودک هیچ چیز / قوّتِ پیران از این بیش است نیز,تا هیچکس به کودک چیزی ندهد . آری ، نیروی تصرّف پیرانِ طریقت از این هم که گفتیم بیشتر است . [ دو بیت اخیر ، قدرت تصرّفاتِ روحانیِ روشن بینان را بیان می دارد . آنان قادرند در ضمیر اشخاص تصرّف کنند . ]
شد نمازِ دیگر ، آمد خادمی / یک طبق بر کف ز پیشِ حاتمی,وقتِ نمازِ عصر فرارسیده بود که ناگهان خادمی از درِ خانقاه وارد شد و از طرفِ شخصی بخشنده و سخاوتمند طَبَقی برای شیخ آورد .
صاحبِ مالی و ، حالی پیشِ پیر / هَدیه بفرستاد کز وَی بُد خبیر,توانگرِ صاحب حالی که از حالِ شیخ با خبر بود . برای او پیشکشی فرستاد .
چارصد دینار بر گوشۀ طَبَق / نیمِ دینارِ دگر اندر وَرَق,در گوشۀ طَبَق ، چهارصد دینار نهاده بود . به اضافۀ نیم دینار دیگر که در کاغذ پیچیده بود .
خادم آمد ، شیخ را اِکرام کرد / و آن طَبَق بنهاد پیشِ شیخِ فَرد,خادم وارد شد و به شیخ احترام کرد و آن طَبَق را در حضورِ شیخِ یگانه و بی نظیر گذاشت .
چون طَبَق را از غِطا وا کرد رُو / خلق دیدند آن کرامت را ازو,همینکه شیخ سرپوش را از روی طَبَق کنار زد و آن گروه آن کرامت را از شیخ دیدند . ( غِطا = پرده و پوشش ) . [ ادامه در بیت بعد ]
آه و افغان از همه برخاست زود / کای سرِ شیخان و شاهان این چه بود ؟,بی درنگ آه و شیون آنها بلند شد و گفتند : ای سرورِ مشایخ و شاهانِ طریقت این دیگر چه بود ؟ یعنی اسرار این کرامت را برای ما بگو .
این چه سِرّست ؟ این چه سلطانیست باز ؟ / ای خداوندِ خداوندانِ راز,ای شاهِ شاهانِ رازها این چه رازی است ؟ این چه حکومتی است ؟
ما ندانستیم ، ما را عفو کن / بس پراکنده که رفت از ما سُخُن,ما نادان بودیم . ما را ببخش . بسیار سخنان پریشان و نامربوط بر زبان راندیم .
ما که کورانه عصاها می زنیم / لاجرم قِندیل ها را بشکنیم,ما که مانند کوران و نابینایان ، عصا زنان می رویم . ناگزیر چراغهایی را که بر سرِ راهمان هست خواهیم شکست . [ در شرح ابیات 2136 تا 2138 دفتر اول ، قیاسهای نظری و استدلالاتِ منطقی به عصا تشبیه شده است . بکارگیری قیاس های نظری و مطلق کردن آنها ناگزیر موجبِ انکارِ هادیان و راهنمایان حقیقت می شود . همان کسانی که همچون چراغی فروزان ، راهِ حیقت را به انسان ها نشان می دهند . ]
ما چو کرّان ناشنیده یک خِطاب / هرزه گویان از قیاسِ خود جواب,ما همچو ناشنوایان ، هنوز سخنی نشنیده از روی قیاس خود ، پاسخ هایی یاوه و بی ربط می دهیم . [ توضیح بیشتر در شرح حکایت به عیادت رفتن کر بر همسایه رنجورِ خویش ، دفتر اول ،  ابیات 3360 به بعد . داستانی نظیر این در مقالات شمس آمده است . ( مأخذ قصص و تمثیلات مثنوی ، ص  48 ) ]
ما ز موسی پند نگرفتیم کُو / گشت از انکارِ خِضری زرد رُو,طلبکاران شیخ احمد خضرویه ، وقتی کراماتِ او را دیدند به اعتراف به غفلت ، عذرها خواستند و گفتند : ما از کارِ حضرت موسی (ع) پند نگرفتیم متنبّه نشدیم . همان کسی که به سبب انکارِ کارهای خضر شرمگین و پژمرده شد . [ خِضر = شرح بیت 224 دفتر اول ]
با چنان چشمی که بالا می شتافت / نورِ چشمش آسمان را می شکافت,بخصوص با آن چشمی که موسی داشت . چشمی که اگر به آسمان می نگریست . ماورای افلاک و آن سوی جهان مادّی را می دید . [ با همۀ اینها کارهای خضر را انکار کرد زیرا به اسرار آن واقف نبود . مولانا می گوید : برای درکِ حقیقتِ اولیاء و سرّالاسرارِ ایشان ، علم فراست لازم است نه علم دِراست ]
کرده با چشمت تعصّب موسیا / از حماقت چشمِ موشِ آسیا,ای موسایِ زمانِ ما ، چشمِ موشِ آسیا از روی نادانی و ابلهی به انکارِ تو برخاسته است . [ برخی از شارحان گُمان کرده اند که موسیا خطاب به حضرت موسی (ع) است . در حالیکه خطاب به شیخ احمد خضرویه است . زیرا مولانا به ملاحظۀ کمال و بزرگی شیخ ، گاه او را به خضر و گاه به موسی (ع) تشبیه کرده است . ( شرح مثنوی ولی محمد اکبرآبادی ، دفتر دوم ، ص 62 ) ]
شیخ فرمود : آن همه گفتار و قال / من به حِل کردم شما را ، آن حلال,شیخ چنین فرمود : آن همه گفتار و سخنان شما را حلال کردم . حلالتان باد .
سِرّ این آن بود کز حق خواستم / لاجرم بنمود راهِ راستم,سِرّ این کرامت آن بود که از حضرت حق خواستم راهِ راست را به من نشان دهد . ناگزیر او راه را نشانم داد . [ این بیت ناظر به صدقِ نیت و صفای قلب است که جوهر و نخاوۀ سلوک است . اگر کسی همۀ آدابِ سلوک را رعایت کند بی آنکه صدق باطن داشته باشد . عُمر بیهوده گذرانده است . ]
گفت : آن دینار اگر چه اندک است / لیک موقوفِ غریوِ کودک است,حضرت حق تعالی به طریق الهام به من گفت : اگر چه آن دینار کم است . ولی بدست آوردن آن منوط به گریستن کودک است . [ پس انکسار قلب و گریه صادقانه در نیایش ، کارساز است ]
تا نگرید کودکِ حلوا فروش / بحرِ رحمت درنمی آید به جوش,تا کودکِ حلوا فروش گریه سر ندهد . دریای رحمتِ من به جوش و خروش در نمی آید . [ دو بیت زیر ، بیان نتیجه ای دیگر است از این حکایت ]
ای برادر ، طفل ، طفلِ چشمِ توست/ کامِ خود ، موقوفِ زاری دان دُرُست,ای برادر ، منظور از طفل ، طفلِ چشمِ تو است . پس مراد خود را دقیقاََ منوط بر شیون و زاری کردن بدان .
گر همی خواهی که آن خِلعَت رسد / پس بگریان چشمِ دیده بر جَسد,اگر می خواهی که آن خِلعت و موهبت به تو برسد . پس طفلِ چشمِ را بر جسمِ خود به گریستن وادار . [ از جسم و جسمانیات درگذر تا به موهبت های الهی برسی . [ حکایت بعدی در بیان همین مطلب است ]
زاهدی را گفت یاری : در عمل / کم گِری تا چشم را نآید خَلَل,دوستی با پارسایی گفت : هنگامِ عبادت کمتر گریه کن تا چشمت دچار آسیب نشود . خلاصۀ داستان : پارسایی بس می گریست . دوستش بدو گفت : اینقدر گریه نکن که به چشمانت گزند رسد . پارسا گفت : این چشمانم یا حق را مشاهده کند و یا مشاهده نکند . اگر دیدگانم جمال حق را نبیند . اندوهی بر آن نخورم . مأخذ این حکایت ، روایتی است در طبقات ابن سعد ، جزو دوم ، قسمِ دوم ، ص 85 که ترجمه فارسی آن این است : یکی از اصحاب پیامبر (ص) بینایی چشمانش از میان رفته بود . اصحاب به عیادت او رفتند . او “فت : من چشمانم را برای این دوست داشتم که به جمالِ با کمال پیامبر (ص) نگاه کنم . نظیر این داستان ، حکایتی است که در کتاب البیان والتبیین جاحظ ، ج 3 ، ص 150 ، طبع مصر آمده است . و نیز حکایتی در تمهیدات عین القضاة ، ص 10 ، طبع شیراز آمده است : آن نشنیده ای که روزی جانِ پاکِ مصطفی را وعده در رسید که تا پیش حق تعالی برند . عبالله انصاری را نزدیک پدر رفت و خبر کرد از رفتن پیغمبر ، پدرش گفت که نخواهم که پس از مصطفی (ص) دیدۀ من کس را بیند . دعا کرد : خدایا چشمِ مرا کور کن . از حق تعالی ندا آمد و در ساعت کور شد . ( مأخذ قصص و تمثیلات مثنوی ، ص 48 و 49 ) مولانا در این حکایت می گوید : که وقتی روح ، تیره و ناسالم است . جشم ارزشی ندارد . ارزش جسم به صفای باطن است . برای همین است که می گوید : دیده ای که حق را نبیند کور بِه .
گفت زاهد : از دو بیرون نیست حال / چشم بیند یا نبیند آن جمال,پارسا گفت : از دو حال خارج نیست . چشمِ من ، یا جمال حق را خواهد دید و یا نخواهد دید .
گر ببیند نورِ حق ، خود چه غم است ؟ / در وصالِ حق ، دو دیده چه کم است,اگر چشمِ من نورِ حق را ببیند . پس ، از آسیب و گزندی که به چشمانم می رسد . چه غمی است ؟ و در برابر وصالِ حق ، نثار کردن دو چشم بسیار ناچیز و بی ارزش است .
ور نخواهد دید حق را گو : برو / این چنین چشمِ شقی گو : کور شو,و اگر چشمِ تو نخواهد که حق تعالی را مشاهده کند . بگو ، برو . یعنی حالا که آمادگی دیدارِ حق را نداری . از من دور شو . به چنین چشمِ نگون بختی ، بگو : کور شو .
غم مخور از دیده ، کآن عیسی تو راست / چَپ مرو ، تا بخشدت در چشمِ راست,به خاطرِ آسیب دیدن چشم ، اندوه مخور . زیرا آن عیسی با تو همراه است . به سمتِ چپ و کژی مرو تا دو چشمِ راست به تو عطا کند . یعنی دو چشمی که لوچ و یا کور نباشد و بتواند حقیقت را آنسان که هست مشاهده کند . [ عیسی در بیت فوق ، کنایه از روح است . مقصود این است که اگر به چشمِ ظاهر و جسمانی آسیب وارد شود . چون روح ، صاف و بی آلایش باشد می تواند مانند حضرت مسیح (ع) کوری ظاهری چشم را شفا بخشد . و نقص آن را با گشودن دیدۀ باطن جبران کند . این بیت نیز بیانگر یکی از مبانی عرفانی مولاناست که باید از تن و نفسانیات در راهِ صفا و درخشش روح خرج کرد . چنانکه این معنا در ابیات بعدی بسط می یابد . ]
عیسیِ روحِ تو با تو حاضر است / نصرت از وی خواه ، کو خوش ناصر است,عیسای روحِ تو همواره همراهِ تو است و در تو حضور دارد . از او یاری بخواه که او یاور بسیار خوبی است . [ عیسی روح ، در اینجا اضافۀ تشبیهی است نه اضافۀ اختصاصی . یعنی روحی که همچون عیسی ، پاک و با صفاست و منظور همان روحِ لطیف و مفارق از عالمِ ماده و مدّت است . ]
لیک بیگارِ تنِ پُر استخوان / بر دلِ عیسی مَنِه تو هر زمان,لیکن با کار و زحمت بی مزد برای این تنِ آکنده از استخوان ، هر لحظه بر دلِ عیسای روح بارِ تحمیل قرار مده . [ زیرا پرداختن به جسمِ مادّی ، روح را به زنجیرهای گرانِ وابستگی و تیرگیِ این جهانی گرفتار می سازد . ]
همچو آن ابله که اندر داستان / ذکرِ او کردیم بهرِ راستان,مانند آن نادانی که داستان او را برای افراد حقیقت طلب نقل کردیم . [ حکایت التماس کردن همراه عیسی ، زنده کردن استخوانها را از عیسی ]
زندگیِ تن ، مجو از عیسی ات / کامِ فرعونی مخواه از موسی ات,از عیسای روحت ، زندگی و عیش جسمانی تقاضا مکن . و از موسایت خواسته های فرعونی مخواه . [ موسی و فرعون در این بیت تعبیر دیگری است از تقابل جنبه های روحانی و مادّی انسان ، این دو نیروی حق و باطل همواره در درون و برون آدمی در جدال و کشاکش هستند . با این ملاحظه در تعابیر صوفیه ، موسی و فرعون همیشه در باطن آدمی وجود دارند و در تقابل یکدیگر حرکت می کنند و این رمزی است از دو جنبۀ متضاد انسان ، شمس تبریزی در این باب می گوید : « در تو فرعون سرکرد ، موسی آمد او را راند . فرعون آمد موسی رفت . این ، دلیل کند بر تلوّن . تا کی باشد . ود موسی را همچنین بگیر تا فرعون ، دیگر نیاید . ( مقالات شمس ، ص 137 و 138 ) ]  
بر دلِ خود کم نِه اندیشۀ معاش / عیش ، کم نآید ، تو بر درگاه باش,اینقدر در اندیشۀ معاش مباش و دل بدان مسپار . زیرا مایۀ زندگی و معاش کاستی نمی گیرد . تو فقط ملازم درگاه حق باش . [ اکبرآبادی معتقد است که این بیت اشاره به آیه 132 سوره طه است . « تو کسانت را به نماز فرمان ده و خود نیز بر نماز و ذکر حق شکیبا باش . ما از تو روزی کسی را نمی خواهیم بلکه ما به تو و دیگران روزی می دهیم و فرجامِ نیک از پرواست » ]
این بدن ، خرگاه آمد روح را / یا مثال کشتئی مر نوح را,این جسم در مَثَل مانند خرگاه و خیمه روح است . و یا مانند کشتی است برای حضرا نوح (ع) .
تُرک چون باشد ، بیابد خرگهی / خاصه چون باشد عزیزِ درگهی,اگر کسی واقعا ترکمان باشد حتما خیمه و سیاه چادری برای خود پیدا می کند . به ویژه که آن شخص از مقربانِ درگاه نیز باشد . ( شرح کفافی ، ج 2 ، ص 61 ) . [ دو بیت اخیر می گوید : روح ، جسم را به عنوان وسیله در این دنیا در اختیار دارد . جسم برای روح مانند خیمه یا کشتی است که آدمی در آن موقتاََ سکونت می کند . از بیت اخیر مستفاد می شود که روح کالبدهای مختلفی خواهد یافت . از کالبد عنصری درمی آید و به کالبد برزخی و مثالی وارد می شود . ]
خواند عیسی نامِ حق بر استخوان / از برایِ التماسِ آن جوان,حضرت عیسی (ع) به خاطر تقاضای آن جوان ، نامِ شریف حق را بر استخوان خواند .
حکمِ یزدان از پیِ آن خام مَرد / صورتِ آن استخوان ها را زنده کرد,حکم و امر الهی به سبب تقاضای آن مردِ نادان ، صورت آن استخوانهای پوسیده را زنده کرد . [ خام مَرد = شخص خام و نا آزموده ]
از میان بَرجَست یک شیرِ سیاه / پنجه ای زد ، کرد نقشش را تباه,ناگهان شیری سیاه از آن میان جَست و پنجه ای زد و آن مرد را هلاک کرد .
کلّه اش برکند ، مغزش ریخت زود / مغزِ جَوزی کاندرو مغزی نبود,سرِ او را از تن جدا کرد و مغزش را روی زمین ریخت . سرِ او مانند گردویی پوک و میان تهی بود و در واقع هیچ مغزی نداشت .
گر وَرا مغزی بُدی ، اشکستنش / خود نبودی نقص ، اِلّا بر تَنش,اگر او واقعاََ مغزی می داشت . با آن شکسته شدن جسمش و هلاک گشتنش هیچ نقصی به او نمی رسید . بلکه تنها این نقص به جسمش وارد می شد .
گفت عیسی : چون شتابش کوفتی ؟ / گفت : ز آن رو که تو زو آشوفتی,حضرتِ عیسی (ع) به شیر گفت : چرا اینقدر زود او را در هم کوبیدی ؟ شیر پاسخ داد : زیرا که تو به دستِ او خشمگین و پریشان حال شدی .
گفت عیسی : چون نخوردی خونِ مَرد ؟ / گفت : در قسمت نبودم رزقِ خَورد,حضرت عیسی (ع) گفت : پس چرا خونِ این مرد را نخوردی ؟ شیر پاسخ داد : در قسمتم مقدّر نشده بود که این رزق و روزی را بخورم .
ای بسا کس همچو آن شیرِ ژیان / صیدِ خود ناخورده رفته از جهان,چه بسیارند کسانی که مانند این شیرِ خشمگین و مهاجم ، هنوز شکارِ خود را نخورده از دنیا رفته اند . [ با آنکه آن شیر ، شکارش را هلاک کرده بود با این حال نتوانست از آن بخورد . زیرا که ارزاق مقسوم و مقدِرند . ]
قسمتش کاهی نَه و ، حرصش چو کوه / وجه نَه و ، کرده تحصیلِ وجود,حتی به اندازه کاهی ، نصیب و قسمت ندارد . ولی آزمندی و حرصش مانند کوه ، سترگ و عظیم است . او در نزدِ حق آبرویی ندارد . ولی ثروت و اموالِ بیشماری به دست آورده است . [ معنی دیگر مصراع دوم : نزد خدا اعتباری ندارد اما در میان خلق محترم است . ( نثر و شرح مثنوی شریف ، دفتر دوم ، ص 87 ) ] مولانا در مثنوی به کرّات از سعی و تلاش و کسب و کار تقدیر کرده است . لیکن در عینِ حال از حرص و آز آدمیان نیز انتقاد کرده است . زیرا این خوی ، هادم حیات بشر است و زندگانی فرد و اجتماع را تیره و ناگوار می سازد .
ای مُیَسّر کرده ما را در جهان / سُخره و بیگار ، ما را وا رهان,ای آنکه کارهای دشوار را برای ما در جهان آسان کرده ای . ما را از کارهای بی فایده نجات ده . ( نثر و شرح مثنوی شریف ، دفتر دوم ، ص 87 )
طعمه بنموده به ما ، و آن بوده شَست / آنچنان بنما به ما آن را که هست,آنچه به نظر ما شکار می نماید . یعنی خیال می کنیم که به طعمه ای دست یازیده ایم . در واقع دام است . خداوندا ، هر چیز را آنگونه که هست به ما نشان بده . [ مأخوذ از حدیثِ « خداوندا ، پدیده ها را آنگونه که هستند به ما نشان بده » ( احادیث مثنوی ، ص 45 ) . شَست = قلابِ ماهیگیری ]
گفت آن شیر : ای مسیحا ، این شکار / بود خالص از برایِ اعتبار,آن شیر خشمگین گفت : ای مسیح ، این شخص را که کشتم و نخوردمش . فقط برای عبرت مردم بود .
گر مرا روزی بُدی اندر جهان / خود چه کارستی مرا با مُردگان ؟,اگر در این جهان روزی و نصیبی برای من بود با مُردگان چه کار داشتم . [ اگر من در دنیا نصیب داشتم که در میان اموات نمی خوابیدم ]
این سزایِ آنکه یابد آبِ صاف / همچو خر ، در جو بمیزد از گزاف,شیر گفت : این است سزای کسی که آب زلال را پیدا می کند . اما از روی نادانی مانند الاغ در آن ادرار کند . [ بمیزد = بول کند ، ادرار کند ]
گر بداند قیمتِ آن جُوی ، خر / او به جای پا نهد در جُوی ، سَر,اگر الاغ ارزش آن چشمه را بداند . مسلماََ برای پا نهادن در جوی ، سر می نهد .
او بیابد آنچنان پیغمبری / میرِ آبی زندگانی پروری,اگر آن ابله چنان پیامبری یابد که فرمانروای آبِ حیات باشد و زندگانی بخش . [ ادامه مطلب در بیت بعد ]
چون نمیرد پیشِ او کز اَمرِ کُن ؟ / ای امیرِ آب ، ما را زنده کُن,چگونه در برابر آن پیامبر جان نبازد و نگوید : ای فرمانروای آبِ حیات ، ما را به فرمان خداوند ، زنده کن ؟ [ آن ابله با پیامبری ملاقات کرده بود که می توانست به جان ها حیات طیّبه بخشد . ولی از سرِ نادانی و بلاهت از آن حضرت می خواهد که تنها اجسام و ابدان را حیات بخشد . ( اَمرِ کُن = توضیح در شرح ابیات 1789 دفتر اول ، 2440 دفتر اول ، 2466 دفتر اول ) ]
هین سگِ نَفسِ تو را زنده مخواه / کو عدوِ جانِ توست از دیرگاه,بهوش باش ، و سگِ نَفسِ خود را زنده مخواه که او از زمانهای پیشین و ادوار دیرین دشمنِ جان و روح تو بوده است .( اشاره است به حدیثی که شرح آن در بیت 906 دفتر اول گذشت )
خاک بر سَر استخوانی را که آن / مانعِ این جان بُوَد از صیدِ جان,خاک بر سرِ آن استخوانی که این سگ را از شکارِ جان باز می دارد . [ منظور از استخوان ، تنِ مادّی است و منظور از سگ ، آدمیانِ آزمند و دنیا پرست . این جسم که به مثابۀ استخوان بی مقدار است نمی گذارد انسان های آزمند و هوی پرست به دنبالِ صیدِ معانی و کسب معانی باشد . همۀ همّ و غمّ اینان ، تیمار تن و پروردنِ بدن است . ( مقتبس از شرح کفافی ، ج 2 ، ص 422 ) . « گویند پادشاهی را سگِ تازیِ شکاری بود . قلّادۀ زرین در گردن ، چون شاه سوار می شد و به شکار می رفت . سررشتۀ آن سگ را به دست می گرفت و آن سگ از پی می دوید . روزی آن کس در حینِ رفتن پاپس کشید . شاه فرمود : ببینید چه واقع شد ؟ عرض کردند ، در حینِ راه استخوانی دید و پاپس کشید . فرمود رشته را گسیخته و او را واگذاشتند ولی قلّاده را بیرون نکردند که چون به خود آید از مقاماتِ قُرب یاد کند . ( شرح اسرار ، ص 106 ) ]
سگ نِه ای ، بر استخوان چُون عاشقی ؟ / دیوچه وار از چه بر خون عاشقی ؟,اگر واقعاََ سگ نیستی پس چرا شیفتۀ استخوانی ؟ و چرا مانند زالو به مکیدنِ خون ، حریص و آزمندی ؟ [ دیوچه = زالو / دیوچه وار = مانند زالو ]
آن چه چشم است آنکه بیناییش نیست / ز امتحان ها جز که رسواییش نیست ؟,این چه چشمی است که نه بینایی دارد و نه از آزمایش ها جز رسوایی چیز دیگری به بار نمی آورد ؟ [ همینطور هر کس که فاقد بصیرت باشد . در واقع او انسان نیست زیرا نمی تواند میانِ سره و ناسره فرق نهد ]
سهو باشد ظنّ ها را گاه گاه / این چه ظن است ، این که کور آمد ز راه ؟,گاهی در گمان ها نیز سهو و خطا دیده می شود . ولی این چه گمانی است که از دیدن راه ، نابینا و عاجز است ؟
دیده آ ، بر دیگران ، نوحه گری / مدّتی بنشین و بر خود می گِری,ای دیده ، تو که بر دیگران نوحه می خوانی و اندوهشان می خوری . بیا و مدّتی بنشین و بر حالِ خود گریه کن . [ دیده آ = ای دیده بیا ،  « آ » در این بیت امرِ حاضر است یعنی بیا و هم حرف ندا یعنی ای دیده . ]
ز ابرِ گریان ، شاخ ، سبز و تر شود / ز آنکه شمع از گریه ، روشن تر شود,برای مثال ، بر اثر بارش ابر ، شاخ و برگ ، سبز و تر و تازه می شوند . به همین دلیل نیز شمع هر چه بیشتر گریه کند ، پر نورتر می شود .
هر کجا نوحه کنند ، آنجا نشین / ز آنکه تو اولیتری اندر حَنین,در هر کجا که گریه و زاری سر می دهند . همانجا بنشین ، زیرا که تو برای گریستن سزاوارتری .
ز آنکه ایشان در فراقِ فانی اند / غافل از لعلِ بقایِ کانی اند,زیرا که آن نوحه گران در فراق چیزهای فناپذیر می گریند . در حالی که آنان از لعلِ معدنی جاودان غافل اند . [ آنکه بر امور فانی نگران است از گنجینه های حیات جاودان معنوی بی خبر است .
ز آنکه بر دل ، نقشِ تقلید است بند / رَو به آبِ چشم ، بَندش را بِرَند,زیرا نقشِِ تقلید سدّی است بر دل تو . برو و با گریستن ، آن سد را ویران کُن و از جای برکن . [ این بیت برای مصراع دوم بیت 481 بیان تعلیل است . بَند = سد ، دیواری که جلو آب کشند / بِرَند = در لغت به معنی تراشیدن و رنده کردن است ولی در اینجا به معنی کندن و ویران کردن است ]
ز آنکه تقلید ، آفتِ هر نیکو است / کَه بُوَد تقلید ، اگر کوهِ قوی است,زیرا که تقلید ، آفت و آسیب هر امرِ نیک است . برای مثال ، تقلید اگر مانند کوه هم که باشد . در واقع کاهی بیش نیست .
گر ضریری لَمتُرست و تیز خشم / گوشت پاره اش دان چو او را نیست چشم,اگر نابینایی ، تَنی گوشت آلود و طبعی تُند و خشمگین دارد . باید او را پاره گوشتی بدانی ، زیرا که چشم ندارد . [ تمثیلی است برای آنان که مدّعی معرفت و حقیقت اند . ولی در واقع بهره ای از آن ندارند . اینان ظاهری آراسته و با اُبهت دارند ولی هیچگونه ارزش حقیقی ندارند . ( شرح کفافی ، ج 2 ، ص 423 ) . [ ضریر = نابینا ، کور / لَمتُر = چاق و فربه ، درشت اندام ]
گر سخن گوید ، ز مو باریک تر / آن سِرش را ز آن سخن نَبوَد خبر,اگر آدمِ مُقلّد نکنه هایی دقیق و باریکتر از مو هم بیان کند . قلب و روحش از آن سخنان بی خبر است . [ توضیح بیشتر در شرح ابیات 2271 تا 2282 دفتر اول آمده است . سِر = شرح بیت 293 همین ]
مستی ای دارد ز گفتِ خود ، ولیک / از بَرِ وَی تا به مَی راهی است نیک,آدمِ مُقلّد از سخنان خود سرمست می شود . ولی او با شراب ، فاصله بسیاری دارد .
همچو جُوی ست او ، نه او آبی خورد / آب ازو بر آب خواران بگذرد,شخصِ مُقلّد در مَثَل مانند جویِ آب است . جوی ، هرگز جرعه ای از آب نمی نوشد اما آبِ آن به تشنگان و نوشندگانِ آب می رسد . [ همینطور آبِ معانی و معارف در باطنِ انسانِ مُقلّد که طوطی وار کلمات اولیاءالله را بر زبان جاری می سازد تأثیری نمی گذارد و او را به طریق مردانِ حق نمی کشد . در حالی که شنوندگانِ مستعد از آن کلمات علیا بهره مند می شوند و خود را در طریقِ اولیاءالله قرار می دهند ]
آب در جُو ، ز آن نمی گیرد قرار / ز آنکه آن جُو نیست تشته و آب خوار,اینکه آب در جوی نمی ماند به این دلیل است که جویِ آب ، نه تشنه است و نه خورنده آب .
همچو نایی ، نالۀ زاری کند / لیک پیکارِ خریداری کُند,مُقلّد اگر چه مانند نی می نالد و نغمه می سراید . ولی در واقع او برای جلب مشتری تلاش می کند . [ جوش و خروش مُقلّد و آنکه کلماتِ اولیاءالله لقلقۀ لسان کرده ، فقط برای جلبِ مُستَمعین و احسنت احسنت آنان است ]
نوحه گر باشد مُقلّد در حدیث / جز طمع نَبوَد مرادِ آن خَبیث,برای مثال ، نوحه خوان از روی تقلید ، کلماتی با سوز و گداز بر زبان می آورد . این پلید منظوری جز طمع ندارد .[ نوحه گر = نوحه خوان ]
نوحه گر گوید حدیثِ سوزناک / لیک کو سوزِ دل و ، دامانِ چاک ؟,نوحه خوان ، سخنان پر سوز و گدازی می گوید . ولی کجاست سوزِ دل و دامانی که براستی برای نیکخواهی چاک شده باشد . [ او در کار حرفه ای عمل می کند . دیگران را می گریاند تا به دستمزد برسد ]
