,topic,poetry
951,eshq,صوفی تو نگر که آن که دارد این صورت خلق جمله نقش‌اند
952,eshq,هم جان داند که جان که دارد این جمله گدا و خوشه چین‌اند
953,eshq,آن دست گهرفشان که دارد قلاب شدند جمله عالم
954,eshq,آخر خبری ز کان که دارد شادست زمان به شمس تبریز
955,eshq,آخر بنگر زمان که دارد فکر بلبل همه آن است که گل شد یارش
956,eshq,گل در اندیشه که چون عشوه کند در کارش دلربایی همه آن نیست که عاشق بکشند
957,eshq,خواجه آن است که باشد غم خدمتکارش جای آن است که خون موج زند در دل لعل
958,eshq,زین تغابن که خزف می‌شکند بازارش بلبل از فیض گل آموخت سخن ور نه نبود
959,eshq,این همه قول و غزل تعبیه در منقارش ای که از کوچه معشوقه ما می‌گذری
960,eshq,بر حذر باش که سر می‌شکند دیوارش آن سفرکرده که صد قافله دل همره اوست
961,eshq,هر کجا هست خدایا به سلامت دارش صحبت عافیتت‌گر چه خوش افتاد ای دل
962,eshq,جانب عشق عزیز است فرومگذارش صوفی سرخوش از این دست که کج کرد کلاه
963,eshq,به دو جام دگر آشفته شود دستارش دل حافظ که به دیدار تو خوگر شده بود
964,eshq,نازپرورد وصال است مجو آزارش خیال روی تو در هر طریق همره ماست
965,eshq,نسیم موی تو پیوند جان آگه ماست به رغم مدعیانی که منع عشق کنند
966,eshq,جمال چهره تو حجت موجه ماست ببین که سیب زنخدان تو چه می‌گوید
967,eshq,هزار یوسف مصری فتاده در چه ماست اگر به زلف دراز تو دست ما نرسد
968,eshq,گناه بخت پریشان و دست کوته ماست به حاجب در خلوت سرای خاص بگو
969,eshq,فلان ز گوشه نشینان خاک درگه ماست به صورت از نظر ما اگر چه محجوب است
970,eshq,همیشه در نظر خاطر مرفه ماست اگر به سالی حافظ دری زند بگشای
971,eshq,که سال‌هاست که مشتاق روی چون مه ماست الا یا ایها الساقی ادر کاسا و ناولها
972,eshq,که عشق آسان نمود اول ولی افتاد مشکل‌ها به بوی نافه‌ای کاخر صبا زان طره بگشاید
973,eshq,ز تاب جعد مشکینش چه خون افتاد در دل‌ها مرا در منزل جانان چه امن عیش چون هر دم
974,eshq,جرس فریاد می‌دارد که بربندید محمل‌ها به می‌سجاده رنگین کن گرت پیر مغان گوید
975,eshq,که سالک بی‌خبر نبود ز راه و رسم منزل‌ها شب تاریک و بیم موج و گردابی چنین هایل
976,eshq,کجا دانند حال ما سبکباران ساحل‌ها همه کارم ز خود کامی به بدنامی کشید آخر
977,eshq,نهان کی ماند آن رازی کز او سازند محفل‌ها حضوری‌گر همی‌خواهی از او غایب مشو حافظ
978,eshq,متی ما تلق من تهوی دع الدنیا و اهملها دیدمت وه چه تماشایی و زیبا شده‌ای
979,eshq,ماه من آفت دل فتنه‌ی جان‌ها شده‌ای پشت‌ها گشته دو تا در غمت ای سرو روان
980,eshq,تا تو در گلشن خوبی گل یکتا شده‌ای خوبی و دلبری و حسن حسابی دارد
981,eshq,بی‌حساب از چه سبب این‌همه زیبا شده‌ای حیف و صد حیف که با این‌همه زیبایی و لطف
982,eshq,عشق بگذاشته اندر پی سودا شده‌ای شب مهتاب و فلک خواب و طبیعت بیدار
983,eshq,باز آشوبگر خاطر شیدا شده‌ای بین امواج مهت رقص کنان می‌بینم
984,eshq,لطف را بین‌ که به شیرینی رویا شده‌ای دیگران را اگر از ما خبری نیست چه غم
985,eshq,نازنینا تو چرا بی خبر از ما شده‌ای هستم ز غمش چنان پریشان که مپرس
986,eshq,زانسان شده‌ام بی سر و سامان که مپرس ای مرغ خیال سوی او کن گذری
987,eshq,وانگه ز منش بپرس چندان که مپرس دگر از درد تنهایی به جانم یار می‌باید
988,eshq,دگر تلخ است کامم شربت دیدار می‌باید ز جام عشق او مستم دگر پندم مده ناصح
989,eshq,نصیحت گوش کردن را دل هشیار می‌باید مرا امید بهبودی نماندست ای خوش آن روزی
990,eshq,که می‌گفتم علاج این دل بیمار می‌باید بهایی بارها ورزید عشق اما جنونش را
991,eshq,نمی‌بایست زنجیری ولی این بار می‌باید بر عشق توام نه صبر پیداست نه دل
992,eshq,بی روی توام نه عقل بر جاست نه دل این غم که مراست کوه قافست نه غم
993,eshq,این دل که توراست سنگ خاراست نه دل تا در ره عشق آشنای تو شدم
994,eshq,با صد غم و درد مبتلای تو شدم لیلی‌وش من به حال زارم بنگر
995,eshq,مجنون زمانه از برای تو شدم هر شب به تو با عشق و طرب می‌گذرد
996,eshq,بر من زغمت به تاب و تب می‌گذرد تو خفته به استراحت و بی تو مرا
997,eshq,تا صبح ندانی که چه شب می‌گذرد عشق تو عالم دل جمله به یکبار گرفت
998,eshq,بختیار اوست برما که تو را یار گرفت من اسیر خود واز عشق جهانی بی‌خود
999,eshq,من درین ظلمت و عالم همه انوار گرفت خوشا آن دل که دلدارش تو گردی
1000,eshq,خوشا جانی که جانانش تو باشی رشته جان من سوخته بگسیخته باد
1001,eshq,گر ز عشق سر زلفت ندهم جان همه شب من چون ز دام عشق رهایی طلب کنم
1002,eshq,کانکس که خسته است بتیغ تو رسته است عشق سلطانیست کو را حاجت دستور نیست
1003,eshq,طایران عشق را پرواز گه جز طور نیست خواهم که راز عشقت پنهان کنم ز یاران
1004,eshq,صحرای آب و آتش پنهان چگونه باشد نیست پروا تلخکامان را ز تلخی‌های عشق
1005,eshq,آب دریا در مذاق ماهی دریا خوش است صایب شکایت از ستم یار چون کند
1006,eshq,هر جا که عشق هست جفا و وفا یکی است عشق از سر رفت بیرون و غرور او نرفت
1007,eshq,ناز مهمان را ز صاحب خانه می‌باید کشید دل بیمار را در عشق آن بت
1008,eshq,شفا از نعره‌های عاشقانه است ما را ز درد عشق تو با کس حدیث نیست
1009,eshq,هم پیش یار گفته شود ماجرای یار دگر از درد تنهایی به جانم یار می‌باید
1013,eshq,نمی‌بایست زنجیری ولی این بار می‌باید هر که در عاشقی قدم نزده است
1014,eshq,بر دل از خون دیده نم نزده است او چه داند که چیست حالت عشق
1015,erfan,دل گرچه در این بادیه بسیار شتافت یک موی ندانست ولی موی شکافت
1016,erfan,اندر دل من هزار خورشید بتافت آخر به کمال ذره‌ای راه نیافت
1017,erfan,ای زاهد ظاهربین از قرب چه می‌پرسی او در من و من در وی چون بو به گلاب اندر
1018,erfan,این چرخ فلک که ما در او حیرانیم فانوس خیال از او مثالی دانیم
1019,erfan,خورشید چراغ دان و عالم فانوس ما چون صوریم کاندر او گردانیم
1020,erfan,تا دست به اتفاق بر هم نزنیم پایی ز نشاط بر سر هم نزنیم
1021,erfan,خیزیم و دمی زنیم پیش از دم صبح کاین صبح بسی دمد که ما دم نزنیم
1022,erfan,من ظاهر نیستی و هستی دانم من باطن هر فراز و پستی دانم
1023,erfan,با این همه از دانش خود شرمم باد گر مرتبه‌ای ورای مستی دانم
1024,erfan,یک چند به کودکی به استاد شدیم یک چند ز استادی خود شاد شدیم
1025,erfan,پایان سخن شنو که ما را چه رسید چون آب بر آمدیم و چون باد شدیم
1026,erfan,اسرار ازل را نه تو دانی و نه من وین حرف معما نه تو خوانی ونه من
1027,erfan,هست از پس پرده گفتگوی من و تو چون پرده برافتد نه تو مانی و نه من
1028,erfan,ز من گو صوفیان با صفا را خداجویان معنی آشنا را
1029,erfan,غلام همت آن خودپرستم که با نور خودی بیند خدا را
1030,erfan,نخستین گام در میدان عرفان طلب باشد طلب ای طالب آن
1031,erfan,به منزلگاه دوم عشق باید که تا یابی نشان از مهر جانان
1032,erfan,به منزلگاه سوم معرفت هست که با آن پی‌بری بر راز پنهان
1033,erfan,به منزلگاه چهارم بی‌نیازی است که استغنا ی جان‌یابی به راه دوران
1034,erfan,به منزلگاه پنجم نور توحید بتابد بر دلت از عالم جان
1035,erfan,به منزلگاه ششم حیرت آید نصیب دل که گردد عقل حیران
1036,erfan,به‌حیرت‌چون‌فتادی‌زین‌ره‌ی‌شوق فنا گردی و گردی عین جانان
1037,erfan,رفیعا پیر عرفان در حقیقت به جانان راه بنماید بدینسان
1038,erfan,بود این هفت وادی پیش پایت اگر خواهی که ره‌یابی به پایان
1039,erfan,بدان معنی که عارف زلف گوید نظر در پیچ و تاب هیچ مو ندارد
1040,erfan,بیان عارفان را اصطلاحی است که جز عارف کسی را گفتگو ندارد
1041,erfan,این تفاوت عقل‌ها را نیک دان در مراتب از زمین تا آسمان
1042,erfan,هست عقلی همچو قرص آفتاب هست عقلی کمتر از زهره و شهاب
1043,erfan,هست عقلی چون چراغی سرخوشی هست عقلی چون ستاره آتشی
1044,erfan,ز آنکه ابر از پیش آن وا جهد نور یزدان بین خرد‌ها بر دهد
1045,erfan,عقل‌های خلق عکس عقل اوست عقل او مشک است و عقل خلق بو
1046,erfan,عقل کل و نفس کل و مرد خداست عرش و کرسی را مدان کز وی جداست
1047,erfan,مظهر حق است ذات پاک او زو بجو حق را و از دیگر مجو
1048,erfan,عقل جز وی عقل را بدنام کرد کام دنیا مرد را بی‌کام کرد
1049,erfan,آن ز صیدی حسن صیادی بدید وین ز صیادی غم صیدی کشید
1050,erfan,آن ز خدمت ناز مخدومی بیافت وین ز محذومی ز راه عز بتافت
1051,erfan,آن ز فرعونی اسیر آب شد وز اسیری بسط صد سهراب شد
1052,erfan,لعب معکوس است و فرزین بند‌ سخت حیله کم کن کار اقبالست و بخت
1053,erfan,بر خیال و حیله کم تن تار را که غنی ره کم دهد مکار را
1054,erfan,مکر کن در راه نیکو و خدمتی تا نبوت یابی اندر امتی
1055,erfan,مکر کن تا وارهی در مکر خود مکر کن تا فرد گردی از جسد
1056,erfan,مکر کن تا کمترین بنده شوی در کمی رفتی خداونده شوی
1057,erfan,رو بهی و خدمت ای گرگ کهن هیچ بر قصد خداوندی مکن
1058,erfan,لیک چون پروانه در آتش بتاز کیسه‌ای ز آن بر مدوز و پاک باز
1059,erfan,زور را بگذار و زاری را بگیر رحم سوی زاری آید ای فقیر
1060,erfan,گر کنی زاری بیابی رحم او رحم او در زاری خود باز جو
1061,erfan,زاری مضطر تشنه معنویست زاری سرد دروغ آن غویست
1062,erfan,گریه اخوان یوسف حیلتست که درونشان پر زرشک و علتست
1063,erfan,شدم مجنون و سرگردان من از سودای درویشان ندانم تا کجا باشد مقام و جای درویشان
1064,erfan,در آن مجلس که درویشان شراب از عشق می‌نوشند درآید خضر پیغمبر شود ساقی درویشان
1065,erfan,درآن مجلس که درویشان به ذکر حق می‌جوشند خدا آید در آن مجلس شود مهمان درویشان
1066,erfan,امیرالمومنین حیدر که شد داماد پیغمبر کمر می‌بست و خوش می‌گفت منم مولای درویشان
1067,erfan,زدرویشی سر مویی نصیب خود نمی‌بینم ولی غافل نیم یک دم من از سودای درویشان
1068,erfan,ز آه ودرد درویشان هراسان و گریزانم که از رندان گذر دارد پر پیکان درویشان
1069,erfan,الا ای شمس تبریزی تو یادی کن ز درویشان حیات جاودان یابی تو از دلهای درویشان
1070,erfan,به ذکر خود بلندآوازه‌ام کن رفیق لطف بی‌اندازه‌ام کن
1071,erfan,که از من رم کند مرغ معاصی روم تا بر در شهر خلاصی
1072,erfan,سرشکم دانه تسبیح گردان مرا زآن دانه‌ کن تسبیح‌گردان
1073,erfan,بود کاین سبحه گردانیدن من برد آلودگی از دامن من
1074,erfan,بیفشان از وضو بر رویم آن آب که از غفلت نماند در سرم خواب …
1075,erfan,منم چون نامه خود روسیاهی سیه‌رو مانده بی روی و راهی
1076,erfan,نگاهی کن که رو آرم به سویت رهی بنما که جا گیرم به کویت
1077,erfan,الهی جانب من کن نگاهی مرا بنما به سوی خویش راهی …
1078,erfan,به چشم مرحمت سویم نظر کن شفیع جرم من خیرالبشر کن
1079,erfan,به نام چاشنی‌بخش زبان‌ها حلاوت‌سنج معنی در بیان‌ها …
1080,erfan,به شهدی داده خوبان را شکرخند که دل با دل تواند داد پیوند …
1081,erfan,به سنگی بخشد آن‌سان اعتباری که بر تاجش نشاند تاج‌داری
1082,erfan,به خاک تیره‌ای بخشد عطایش چنان قدری که گردد دیده جایش
1083,erfan,ز گل تا سنگ وز گل‌گیر تا خار از او هر چیز با خاصیتی یار
1084,erfan,به آن خاری که در صحرا فتاده دوای درد بیماری نهاده
1085,erfan,نروید از زمین شاخ گیایی که ننوشته‌ست بر برگش دوایی
1086,erfan,در نابسته احسان گشاده‌ست به هر کس آن‌چه می‌بایست داده‌ست …
1087,erfan,اگر لطفش قرین حال گردد همه ادبارها اقبال گردد
1088,erfan,وگر توفیق او یک سو نهد پای نه از تدبیر کار آید نه از رای
1089,erfan,در آن موقف که لطفش روی‌پیچ است همه تدبیرها هیچ است هیچ است
1090,erfan,خرد را‌گر نبخشد روشنایی بماند تا ابد در تیره‌رایی
1091,erfan,کمال عقل آن باشد در این راه که گوید نیستم از هیچ آگاه
1092,erfan,گر مرد رهی میان خون باید رفت از پای فتاده سرنگون باید رفت
1093,erfan,تو پای به راه در نه و هیچ مگوی خود راه بگویدت که چون باید رفت
1094,erfan,ره‌برم شو زآن که گمراه آمدم دولتم ده گرچه بی‌گاه آمدم
1095,erfan,نیستم نومید و هستم بی‌قرار بوکه درگیرد یکی از صد هزار
1096,erfan,یک نظر سوی دل پر خونم آر وز میان این همه بیرونم آر …
1097,erfan,ای ز فضلت ناشده نومید کس حلقه و داغ توام جاوید بس …
1098,erfan,ای خرد سرگشته درگاه تو عقل را سررشته گم در راه تو
1099,erfan,جمله عالم به تو بینم عیان وز تو در عالم نمی‌بینم نشان …
1100,erfan,چند گویم چون نیایی در صفت چون کنم چون من ندارم معرفت
1101,erfan,به نام آن که ملکش بی‌زوال است به وصفش عقل صاحب نطق لال است
1102,erfan,مفرح‌نامه جان‌هاست نامش سر فهرست دیوان‌هاست نامش …
1103,erfan,چو عقل هیچ کس بالای او نیست کسی داننده آلای او نیست …
1104,erfan,وجود جمله ظل حضرت اوست همه آثار صنع و قدرت اوست
1105,erfan,نکوگویی نکو گفته‌ست در ذات که التوحید اسقاط الاضافات …
1106,erfan,دویی را نیست در نزدیک تو راه حقیقت ذات پاک قل هوالله
1107,erfan,تویی در جان و دل گنج نهانی تو گفتی کنت کنزا هم تو دانی …
1108,erfan,زهی گویا ز تو کام و زبانم تویی هم آشکارا هم نهانم …
1109,erfan,هر آن وصفی که گویم بیش از آنی یقین دانم که بی‌شک جان جانی …
1110,erfan,چو ما را نیست جز تقصیر طاعت چه وزن آریم مشتی کم‌بضاعت
1111,erfan,کنون چون اوفتاد این کار ما را خداوندا به ما مگذار مارا …
1112,erfan,اسرار ازل را نه تو دانی و نه من وین حل معما نه تو خوانی و نه من
1113,erfan,هست از پس پرده گفتگوی من و تو چون پرده بر افتد نه تو مانی و نه من
1114,erfan,هر کتب خرد که هست اگر بر خوانند در پرده اسرار شدن نتوانند
1115,erfan,ای دل چه آتشی که به هر باد برجهی نی نی دلا کز آتش و از باد برتری
1116,erfan,ای دل تو هر چه هستی دانم که این زمان خورشیدوار پرده افلاک می‌دری
1117,erfan,جانم فدات یا رب ای دل چه گوهری نی چرخ قیمت تو شناسد نه مشتری
1118,erfan,سی سال در پی تو چو مجنون دویده‌ام اندر جزیره‌ای که نه خشکی است و نی‌تری
1119,erfan,غافل بدم از آن که تو مجموع هستیی مشغول بود فکر به ایمان و کافری
1120,erfan,ایمان و کفر و شبهه و تعطیل عکس توست هم جنتی و دوزخ و هم حوض کوثری
1121,erfan,ای دل تو کل کونی بیرون ز هر دو کون ای جمله چیزها تو و از چیزها بری
1122,erfan,ای رو و پشت عالم در روی من نگر تا از رخ مزعفر من زعفران بری
1123,erfan,طاقت نماند و این سخنم ماند در دهان با صد هزار غم که نهانند چون پری
1124,erfan,ماه فرو ماند از جمال محمد سرو نباشد به اعتدال محمد
1125,erfan,قدر فلک را کمال و منزلتی نیست در نظر قدر با کمال محمد
1126,erfan,وعده دیدار هر کسی به قیامت لیله اسری شب وصال محمد
1127,erfan,آدم و نوح و خلیل و موسی و عیسی آمده مجموع در ظلال محمد
1128,erfan,عرصه گیتی مجال همت او نیست روز قیامت نگر مجال محمد
1129,erfan,و آن همه پیرایه بسته جنت فردوس بو که قبولش کند بلال محمد
1130,erfan,شمس و قمر در زمین حشر نتابد نور نتابد مگر جمال محمد …
1131,erfan,شاید اگر آفتاب و ماه نتابند پیش دو ابروی چون هلال محمد
1132,erfan,چشم مرا تا به خواب دید جمالش خواب نمی‌گیرد از خیال محمد
1133,erfan,سعدی اگر عاشقی کنی و جوانی عشق محمد بس است و آل محمد
1134,erfan,دیدم گل تازه چند دسته بر گنبدی از گیاه رسته
1135,erfan,گفتم چه بود گیاه ناچیز تا در صف گل نشیند او نیز
1136,erfan,بگریست گیاه و گفت خاموش صحبت نکند کرم فراموش
1137,erfan,گر نیست جمال و رنگ و بویم آخر نه گیاه باغ اویم
1138,erfan,من بنده حضرت کریمم پرورده نعمت قدیمم
1139,erfan,گر بى هنرم و گر هنرمند لطف است امیدم از خداوند
1140,erfan,با آن‌که بضاعتى ندارم سرمایه طاعتى ندارم
1141,erfan,او چاره کار بنده داند چون هیچ وسیلتش نماند
1142,erfan,رسم است که مالکان تحریر آزاد کنند بنده پیر
1143,erfan,اى بار خداى عالم‌آراى بر بنده پیر خود ببخشاى
1144,erfan,سعدى ره کعبه رضا گیر اى مرد خدا در خدا گیر
1145,erfan,بدبخت کسى که سر بتابد زین در که درى دگر بیابد
1146,erfan,از در بخشندگی و بنده‌نوازی مرغ هوا را نصیب و ماهی دریا
1147,erfan,قسمت خود می‌خورند منعم و درویش روزی خود می‌برند پشه و عنقا
1148,erfan,حاجت موری به علم غیب بداند در بن چاهی به زیر صخره صما …
1149,erfan,از همگان بی‌نیاز و بر همه مشفق از همه عالم نهان و بر همه پیدا
1150,erfan,پرتو نور سرادقات جلالش از عظمت ماورای فکرت دانا …
1151,erfan,هر که نداند سپاس نعمت امروز حیف خورد بر نصیب رحمت فردا
1152,erfan,کریم السجایا جمیل الشیم نبى البرایا شفیع الامم‏
1153,erfan,امام رسل پیشواى سبیل امین خدا مهبط جبرییل‏
1154,erfan,شفیع الورى خواجه بعث و نشر امام الهدى صدر دیوان حشر
1155,erfan,کلیمى که چرخ فلک طور اوست همه نورها پرتو نور اوست‏
1156,erfan,شفیع مطاع نبى کریم قسیم جسیم نسیم وسیم‏ …
1157,erfan,شبى بر نشست از فلک بر گذشت به تمکین و جاه از ملک در گذشت‏
1158,erfan,چنان گرم در تیه قربت براند که بر سدره جبریل از او باز ماند
1159,erfan,بدو گفت سالار بیت الحرام که اى حامل وحى برتر خرام‏
1160,erfan,چو در دوستى مخلصم یافتى عنانم ز صحبت چرا تافتى
1161,erfan,بگفتا فراتر مجالم نماند بماندم که نیروى بالم نماند
1162,erfan,اگر یک‌ سر موى برتر پرم فروغ تجلى بسوزد پرم‏ …
1163,erfan,چه نعت پسندیده گویم تو را علیک السلام اى نبى الورى‏
1164,erfan,درود ملک بر روان تو باد بر اصحاب و بر پیروان تو باد
1165,erfan,خدایا به حق بنى‌فاطمه که بر قولم ایمان کنم خاتمه‏
1166,erfan,اگر دعوتم رد کنى ور قبول من و دست و دامان آل رسول
1167,erfan,چه کم گردد اى صدر فرخنده پى ز قدر رفیعت به درگاه حی
1168,erfan,که باشند مشتى گدایان خیل به مهمان دار السلامت طفیل‏ …
1169,erfan,بلند آسمان پیش قدرت خجل تو مخلوق و آدم هنوز آب و گل‏
1170,erfan,تو اصل وجود آمدى از نخست دگر هرچه موجود شد فرع توست‏
1171,erfan,ندانم کدامین سخن گویمت که والاترى ز آنچه من گویمت‏
1172,erfan,تو را عز لولاک تمکین بس است ثناى تو طه و یاسین بس است‏
1173,erfan,اجزای تو جمله گوش میباید و بس جان تو سخن نیوش میباید و بس
1174,erfan,گفتی که مرد راه چون میباید نظارگی و خموش میباید و بس
1175,erfan,در رنگ یار بنگر تا رنگ زندگانی بر روی تو نشیند ای ننگ زندگانی
1176,erfan,افروخت روی دلکش شد سرخ همچو اخگر گفتا بس است درکش تا چند از این گدایی
1177,erfan,گفتم رسول حق گفت حاجت ز روی نیکو درخواه اگر بخواهی تا تو مظفر آیی
1178,erfan,گفتا که روی نیکو خودکامه است و بدخو زیرا که ناز و جورش دارد بسی روایی
1179,erfan,گفتم اگر چنان است جورش حیات جان است زیرا طلسم کان است هر گه بیازمایی
1180,erfan,گفت این حدیث خام است روی نکو کدام است این رنگ و نقش دام است مکر است و بی‌وفایی
1181,erfan,چون جان جان ندارد می‌دانک آن ندارد بس کس که جان سپارد در صورت فنایی
1182,erfan,گفتم که خوش عذارا تو هست کن فنا را زر ساز مس ما را تو جان کیمیایی
1183,erfan,تسلیم مس بباید تا کیمیا بیابد تو گندمی ولیکن بیرون آسیایی
1184,erfan,گفتا تو ناسپاسی تو مس ناشناسی در شک و در قیاسی زین‌ها که می‌نمایی
1185,erfan,گریان شدم به زاری گفتم که حکم داری فریاد رس به یاری ای اصل روشنایی
1186,erfan,چون دید اشک بنده آغاز کرد خنده شد شرق و غرب زنده زان لطف آشنایی
1187,erfan,ای همرهان و یاران گریید همچو باران تا در چمن نگاران آرند خوش لقایی
1188,erfan,اندر قمارخانه چون آمدی به بازی کارت شود حقیقت هر چند تو مجازی
1189,erfan,با جمله سازواری ای جان به نیک خویی این جا که اصل کار است جانا چرا نسازی
1190,erfan,گویی که من شب و روز مرد نمازکارم چون نیست ای برادر گفتار تو نمازی
1191,erfan,با ناکسان تو صحبت زنهار تا نداری شو همنشین شاهان‌گر مرد سرفرازی
1192,erfan,آخر چرا تو خود را کردی چو پای تابه چون بر لباس آدم تو بهترین طرازی
1193,erfan,بر خر چرا نشینی ای همنشین شاهان چون هست در رکابت چندین هزار تازی
1194,erfan,شیشه دلی که داری بربا ز سنگ جانان باری به بزم شاه آ بنگر تو دلنوازی
1195,erfan,در جانت دردمد شه از شادیی که جانت هم وارهد ز مطرب وز پرده حجازی
1196,erfan,سرمست و پای کوبان با جمع ماه رویان در نور روی آن شه شاهانه می‌گرازی
1197,erfan,شاهت همی‌نوازد کای پیشوای خاصان پیوسته پیش ما باش چون تو امین رازی
1198,erfan,گاه از جمال پستی گاه از شراب مستی گه با قدم قرینی گه با کرشم و نازی
1199,erfan,مقصود شمس دین است هم صدر و هم خداوند وصلم به خدمت او است چون مرغزی و رازی
1200,erfan,هر کس که در دل او باشد هوای تبریز گردد اگر چه هندو است او گلرخ طرازی
1201,erfan,ای دل ز بامداد تو بر حال دیگری وز شور خویش در من شوریده ننگری
1202,erfan,بر چهره نزار تو صفرای دلبری است تا خود چه دیده‌ای که ز صفراش اصفری
1203,erfan,هر ذره‌ای دوان است تا زندگی بیابد تو ذره‌ای نداری آهنگ زندگانی
1204,erfan,گر ز آنک زندگانی بودی مثال سنگی خوش چشمه‌ها دویدی از سنگ زندگانی
1205,erfan,در آینه بدیدم نقش خیال فانی گفتم چیی تو گفتا من زنگ زندگانی
1206,erfan,دل گفت فروکش کنم این شهر به بویش بیچاره ندانست که یارش سفری بود
1207,erfan,تنها نه ز راز دل من پرده برافتاد تا بود فلک شیوه او پرده دری بود
1208,erfan,منظور خردمند من آن ماه که او را با حسن ادب شیوه صاحب نظری بود
1209,erfan,از چنگ منش اختر بدمهر به در برد آری چه کنم دولت دور قمری بود
1210,erfan,عذری بنه‌ای دل که تو درویشی و او را در مملکت حسن سر تاجوری بود
1211,erfan,اوقات خوش آن بود که با دوست به سر رفت باقی همه بی‌حاصلی و بی‌خبری بود
1212,erfan,خوش بود لب آب و گل و سبزه و نسرین افسوس که آن گنج روان رهگذری بود
1213,erfan,خود را بکش ای بلبل از این رشک که گل را با باد صبا وقت سحر جلوه‌گری بود
1214,erfan,هر گنج سعادت که خدا داد به حافظ از یمن دعای شب و ورد سحری بود
1215,erfan,هر آن دل را که سوزی نیست دل نیست دل افسرده غیر از آب و گل نیست
1216,erfan,دلم پر شعله گردان سینه پر دود زبانم کن به گفتن آتش‌آلود
1217,erfan,کرامت کن درونی دردپرورد دلی در وی درون درد و برون درد
1218,erfan,به سوزی ده کلامم را روایی کز آن گرمی کند آتش گدایی
1219,erfan,در دایره‌ی وجود موجود علیست اندر دو جهان مقصد و مقصود علیست
1220,erfan,گر خانه‌ی اعتقاد ویران نشدی من فاش بگفتمی که معبود علیست
1222,erfan,ویران کردم بدست خود خانه‌ی دل چون دانستم که گنج در ویرانیست
1223,erfan,بر هر جاییکه سرنهم مسجود او است در شش جهت و برون شش معبود اوست
1224,khodavand,خدا مرهم نه دل‌های خسته است تسلی بخش دل‌های شکسته است
1226,khodavand,جز خدا کس خالق تقدیر نیست چاره تقدیر از تدبیر نیست
1227,khodavand,یا رب دل پاک و جان آگاهم ده آه شب و گریه سحرگاهم ده
1228,khodavand,خداوندا بدان ذات خداوندی‌ که‌‌گر خواهد به قدرت چرخ را در دیده موری بگنجاند
1229,khodavand,به قهاری‌که قهرش پشه‌ای راگر دهد فرمان به زخم نیش او خرطوم پیلان را بپیچاند
1231,khodavand,که اویست جاوید برتر خدای خداوند نیکی ده و رهنمای
1232,khodavand,خداوندا تویی دانای عالم ز عالم برتری و از جان عالم
1233,khodavand,خداوندا تو می‌دانی که جانم از تو نشکیبد ازیرا هیچ ماهی را دمی از آب نگزیرد
1234,khodavand,ای خدا ای فضل تو حاجت روا باتو یاد هیچ کس نبود روا
1235,khodavand,ای نام تو بهترین سرآغاز بی نام تو نامه کی کنم باز
1236,khodavand,بر در شاهم گدایی نکته‌ای در کار کرد گفت بر هر خوان که بنشستم خدا رزاق بود
1237,khodavand,برگ درختان سبز پیش خداوند هوش هر ورقش دفتری است معرفت کردگار
1238,khodavand,یار بی پرده از در و دیوار در تجلی است یا اولی الابصار
1239,khodavand,چون بنده خدای خویش خواند باید که به جز خدا نداند
1240,khodavand,هر گل و برگی که هست یاد خدا می‌کند بلبل و قمری چه خواند یاد خداوندگار
1241,khodavand,خداوندا در توفیق بگشای نظامی را ره تحقیق بنمای
1242,khodavand,دلی ده کو یقینت را بشاید زبانی کافرینت را سراید
1243,khodavand,مده ناخوب را بر خاطرم راه بدار از ناپسندم دست کوتاه
1244,khodavand,درونم را به نور خود برافروز زبانم را ثنای خود در آموز
1245,khodavand,باد گلبوی سحر خوش می‌وزد خیز ای ندیم بس که خواهد رفت بر بالای خاک ما نسیم…
1246,khodavand,گر بسوزانی خداوندا جزای فعل ماست ور ببخشی رحمتت عامست و احسانت قدیم
1247,khodavand,گرچه شیطان رجیم از راه انصافم ببرد همچنان امید می‌دارم به رحمن رحیم
1248,khodavand,آن که جان بخشید و روزی داد و چندین لطف کرد هم ببخشاید چو مشتی استخوان باشم رمیم
1249,khodavand,سعدیا بسیار گفتن عمر ضایع کردن است وقت عذر آوردنست استغفرالله العظیم
1250,khodavand,خداوندا گنهکاریم جمله ز کار خود در آزاریم جمله
1251,khodavand,نیاید جز خطاکاری ز ما هیچ ز ما صادر نگردد جز خطا هیچ
1252,khodavand,ز ما غیر از گنهکاری نیاید گناه آید ز ما چندانکه باید…
1253,khodavand,به ذکر خود بلند آوازه‌ام کن رفیق لطف بی‌اندازه‌ام کن
1255,khodavand,سرشکم دانه تسبیح گردان مرا زان دانه کن تسبیح‌گردان
1257,khodavand,بیفشان از وضو بر رویم آن آب که از غفلت نماند در سرم خواب…
1258,khodavand,الهی جانب من کن نگاهی مرا بنما به سوی خویش راهی
1259,khodavand,چو وحشی جز گنه کاری ندارم تو می‌دانی که من خود در چه کارم…
1261,khodavand,گر گناهی کردم و دارم خداوندا ببخش چون گنه را عذر می‌آرم خداوندا ببخش
1262,khodavand,پای خجلت را روایی نیست بر درگاه تو دست حاجت پیش می‌دارم خداوندا ببخش
1263,khodavand,گر گناهم سخت بسیارست رحمت نیز هست بر گناه سخت بسیارم خداوندا ببخش
1264,khodavand,چون پذیرفتار بدرفتار نادانان تویی بر من نادان و رفتارم خداوندا ببخش
